Company,Month,Revenue,COGS,Gross_Profit,Gross_Margin_%,SG&A,R&D,Operating_Income_(EBIT),Interest_Expense,Tax_Expense,Net_Income,Assets,Debt,Equity,ROE_%,ROA_%,Debt/EBITDA,Debt/Equity
Abuja Quantum Logistics,2024-12-31,1373012,845728,527283,38.4,138130,157851,231303,13749,49341,168212,54013778,21148421,32865357,6.14,3.74,6.09,0.64
Khartoum Desert Industries,2022-01-31,1801590,914846,886744,49.22,213476,207607,465661,18328,106845,340489,54669399,28282315,26387084,15.48,7.47,4.28,1.07
Khartoum Desert Industries,2022-02-28,1824417,949113,875304,47.98,225708,193075,456522,22209,86156,348156,53254199,23572720,29681479,14.08,7.85,3.62,0.79
Khartoum Desert Industries,2022-03-31,1617840,781258,836582,51.71,286460,192390,357732,24153,75672,257908,66036501,28076843,37959658,8.15,4.69,5.11,0.74
Khartoum Desert Industries,2022-04-30,1428126,706870,721257,50.5,218554,161093,341610,20893,71419,249298,57051793,20032109,37019684,8.08,5.24,3.97,0.54
Khartoum Desert Industries,2022-05-31,1866263,1164534,701729,37.6,241541,218624,241564,19514,50374,171676,68848542,27124030,41724512,4.94,2.99,6.75,0.65
Khartoum Desert Industries,2022-06-30,1732491,920657,811834,46.86,186543,170864,454427,26496,101515,326417,59895517,19701905,40193612,9.75,6.54,3.12,0.49
Khartoum Desert Industries,2022-07-31,1649625,939296,710328,43.06,226034,114129,370165,24885,67066,278215,55314989,30067186,25247803,13.22,6.04,5.65,1.19
Khartoum Desert Industries,2022-08-31,1451057,807123,643934,44.38,177356,105468,361110,17793,64066,279251,67957536,24509105,43448432,7.71,4.93,4.85,0.56
Khartoum Desert Industries,2022-09-30,1444130,772137,671992,46.53,185278,113680,373035,24851,64852,283332,52064642,19000928,33063714,10.28,6.53,3.63,0.57
Khartoum Desert Industries,2022-10-31,1612170,780518,831653,51.59,244572,181321,405760,24669,78790,302301,69226534,23137511,46089023,7.87,5.24,3.9,0.5
Khartoum Desert Industries,2022-11-30,2318307,1312233,1006074,43.4,275694,149445,580935,40789,117535,422610,57462502,25075275,32387227,15.66,8.83,3.11,0.77
Khartoum Desert Industries,2022-12-31,1835925,861005,974920,53.1,266351,113824,594745,30254,107566,456925,50322358,19815190,30507168,17.97,10.9,2.43,0.65
Khartoum Desert Industries,2023-01-31,2071749,1201214,870535,42.02,232681,173141,464712,21000,98761,344951,53960000,21549200,32410799,12.77,7.67,3.27,0.66
Khartoum Desert Industries,2023-02-28,1434068,745730,688338,48.0,220199,127886,340253,22149,73313,244791,66823070,29745366,37077704,7.92,4.4,5.98,0.8
Khartoum Desert Industries,2023-03-31,1750855,986045,764810,43.68,198215,199785,366809,26255,81386,259168,52073908,19578487,32495422,9.57,5.97,3.66,0.6
Khartoum Desert Industries,2023-04-30,1413119,787674,625445,44.26,166170,91707,367568,17640,75518,274410,68972403,22154711,46817691,7.03,4.77,4.37,0.47
Khartoum Desert Industries,2023-05-31,2050948,946620,1104328,53.84,308262,194920,601145,35870,130405,434870,67856462,28845524,39010938,13.38,7.69,3.4,0.74
Khartoum Desert Industries,2023-06-30,1792630,1102705,689926,38.49,213084,164914,311928,30782,57799,223348,57831047,20992073,36838974,7.28,4.63,4.49,0.57
Khartoum Desert Industries,2023-07-31,1818652,978726,839926,46.18,272352,174308,393265,18349,86210,288706,51464660,18852507,32612153,10.62,6.73,3.22,0.58
Khartoum Desert Industries,2023-08-31,1920740,1163828,756912,39.41,257075,123479,376359,20296,76022,280041,66831356,34297132,32534224,10.33,5.03,6.22,1.05
Khartoum Desert Industries,2023-09-30,1387879,688330,699549,50.4,193677,126285,379588,14492,76490,288607,59246297,26156415,33089882,10.47,5.85,4.88,0.79
Khartoum Desert Industries,2023-10-31,1392231,787999,604232,43.4,192223,96400,315608,16337,69458,229813,51407291,23016553,28390738,9.71,5.36,5.07,0.81
Khartoum Desert Industries,2023-11-30,1927440,942221,985219,51.12,295871,152494,536853,20856,120975,395023,53287092,28897384,24389708,19.44,8.9,3.8,1.18
Khartoum Desert Industries,2023-12-31,2007267,931756,1075510,53.58,255322,239003,581186,22698,133273,425215,56358998,22519788,33839210,15.08,9.05,2.76,0.67
Khartoum Desert Industries,2024-01-31,2020839,1215838,805002,39.84,226183,132664,446155,21941,87911,336304,63086788,28950062,34136726,11.82,6.4,4.62,0.85
Khartoum Desert Industries,2024-02-29,1491873,836982,654890,43.9,183215,145217,326458,15191,57235,254033,69008750,28116380,40892370,7.45,4.42,5.95,0.69
Khartoum Desert Industries,2024-03-31,1713527,990379,723148,42.2,172501,137827,412820,29526,91648,291645,64307477,29656639,34650838,10.1,5.44,5.19,0.86
Khartoum Desert Industries,2024-04-30,939428,501311,438117,46.64,105429,61904,270784,10804,46838,213142,65181349,21845344,43336005,5.9,3.92,5.94,0.5
Khartoum Desert Industries,2024-05-31,1215579,743946,471634,38.8,136827,137391,197416,17312,38269,141835,56208893,21591479,34617414,4.92,3.03,7.13,0.62
Khartoum Desert Industries,2024-06-30,1823435,1013849,809586,44.4,271984,171831,365771,30503,62388,272880,50387202,26901467,23485735,13.94,6.5,4.88,1.15
Khartoum Desert Industries,2024-07-31,1631352,865470,765883,46.95,235615,168893,361375,17023,75533,268819,59974903,19273451,40701453,7.93,5.38,3.6,0.47
Khartoum Desert Industries,2024-08-31,1636005,1020212,615793,37.64,181051,192811,241930,20784,44042,177104,59343245,21189074,38154171,5.57,3.58,5.59,0.56
Khartoum Desert Industries,2024-09-30,1924313,1189954,734359,38.16,206302,172905,355152,25315,77857,251980,67734539,27877445,39857094,7.59,4.46,5.37,0.7
Khartoum Desert Industries,2024-10-31,1463973,910731,553242,37.79,140747,147939,264556,16669,52073,195814,66041242,22379800,43661442,5.38,3.56,5.79,0.51
Khartoum Desert Industries,2024-11-30,1588042,892247,695794,43.81,216784,111574,367436,17304,71677,278454,58529600,22488363,36041236,9.27,5.71,4.28,0.62
Khartoum Desert Industries,2024-12-31,1783557,907490,876066,49.12,262759,166801,446507,28093,77723,340691,58185212,25428104,32757108,12.48,7.03,3.94,0.78
Nile Frontier Agritech,2022-01-31,490991,280943,210048,42.78,55272,45707,109068,6459,21902,80708,16079048,7870256,8208791,11.8,6.02,5.06,0.96
Nile Frontier Agritech,2022-02-28,730297,410431,319866,43.8,106217,51271,162378,12452,28301,121625,16380970,5353560,11027410,13.24,8.91,2.27,0.49
Nile Frontier Agritech,2022-03-31,521521,312004,209516,40.17,56669,32092,120755,7222,20952,92581,20588761,8947751,11641011,9.54,5.4,5.34,0.77
Nile Frontier Agritech,2022-04-30,661536,408651,252885,38.23,63893,48779,140213,7464,24369,108380,19017958,7385687,11632271,11.18,6.84,3.76,0.63
Nile Frontier Agritech,2022-05-31,527580,281893,245687,46.57,79662,57915,108109,8347,20506,79256,19514940,8615435,10899506,8.73,4.87,5.25,0.79
Nile Frontier Agritech,2022-06-30,498591,237759,260832,52.31,62618,37861,160353,5269,32170,122914,22122652,9647789,12474863,11.82,6.67,4.43,0.77
Nile Frontier Agritech,2022-07-31,492472,242280,250192,50.8,58955,44722,146515,5395,26208,114913,20806710,10521407,10285304,13.41,6.63,5.22,1.02
Nile Frontier Agritech,2022-08-31,439531,211582,227949,51.86,73234,39478,115237,5765,22605,86867,18358276,8775348,9582928,10.88,5.68,5.24,0.92
Nile Frontier Agritech,2022-09-30,487047,256702,230345,47.29,78928,50913,100504,7935,21579,70989,21712544,11446157,10266387,8.3,3.92,7.46,1.11
Nile Frontier Agritech,2022-10-31,541131,284813,256318,47.37,58090,53455,144773,5680,31908,107185,18069315,7027842,11041473,11.65,7.12,3.5,0.64
Nile Frontier Agritech,2022-11-30,517503,273919,243585,47.07,75678,37989,129918,7017,28313,94588,16936433,6209810,10726623,10.58,6.7,3.35,0.58
Nile Frontier Agritech,2022-12-31,632447,298097,334351,52.87,91517,48900,193934,10867,34846,148221,22071154,8999235,13071919,13.61,8.06,3.35,0.69
Nile Frontier Agritech,2023-01-31,560614,282060,278553,49.69,72224,45951,160379,8503,32723,119152,20032784,7913711,12119073,11.8,7.14,3.56,0.65
Nile Frontier Agritech,2023-02-28,392770,207107,185664,47.27,61823,40853,82988,5485,17707,59796,19587414,9329299,10258115,6.99,3.66,7.43,0.91
Nile Frontier Agritech,2023-03-31,529507,254400,275107,51.96,73808,47143,154156,5909,27369,120878,18657477,8845682,9811796,14.78,7.77,4.1,0.9
Nile Frontier Agritech,2023-04-30,540751,331710,209042,38.66,47401,63105,98535,7750,17065,73719,21214869,7337617,13877252,6.37,4.17,5.1,0.53
Nile Frontier Agritech,2023-05-31,504142,315600,188542,37.4,50365,60407,77771,5473,16772,55526,16474039,5800930,10673109,6.24,4.04,4.86,0.54
Nile Frontier Agritech,2023-06-30,578774,309130,269644,46.59,72411,63364,133869,7401,28809,97659,21943292,11989464,9953827,11.77,5.34,6.19,1.2
Nile Frontier Agritech,2023-07-31,502495,270825,231670,46.1,61172,40442,130056,7048,27176,95832,15821894,6204056,9617837,11.96,7.27,3.41,0.65
Nile Frontier Agritech,2023-08-31,384959,207711,177248,46.04,47981,43753,85514,6835,17661,61018,19201023,8738831,10462192,7.0,3.81,7.0,0.84
Nile Frontier Agritech,2023-09-30,426931,226153,200778,47.03,68820,46908,85051,6964,15579,62509,16974633,7222520,9752113,7.69,4.42,5.51,0.74
Nile Frontier Agritech,2023-10-31,412598,194841,217757,52.78,58695,45561,113500,6111,23111,84279,21120568,8919794,12200774,8.29,4.79,5.51,0.73
Nile Frontier Agritech,2023-11-30,535522,324893,210629,39.33,48454,45907,116268,6451,23470,86346,20830708,8031047,12799661,8.1,4.97,4.95,0.63
Nile Frontier Agritech,2023-12-31,404679,211239,193440,47.8,52302,30250,110888,6376,19182,85330,18656893,9333081,9323812,10.98,5.49,6.05,1.0
Nile Frontier Agritech,2024-01-31,437043,227637,209406,47.91,71513,51645,86247,7248,18781,60219,20040943,9625186,10415757,6.94,3.61,7.17,0.92
Nile Frontier Agritech,2024-02-29,443659,243421,200238,45.13,60962,52760,86516,4731,19553,62232,21840499,9121576,12718922,5.87,3.42,6.93,0.72
Nile Frontier Agritech,2024-03-31,434984,246670,188314,43.29,55013,44609,88692,7761,16505,64427,20654337,8100924,12553413,6.16,3.74,6.19,0.65
Nile Frontier Agritech,2024-04-30,455909,227388,228521,50.12,65712,40722,122087,6901,25822,89364,19744678,10619825,9124853,11.75,5.43,6.12,1.16
Nile Frontier Agritech,2024-05-31,611893,362587,249305,40.74,67614,60005,121686,10743,22585,88358,17554578,6316580,11237998,9.43,6.04,3.57,0.56
Nile Frontier Agritech,2024-06-30,499144,244668,254476,50.98,68659,43739,142079,8098,25867,108115,16156607,7715028,8441579,15.37,8.03,3.88,0.91
Nile Frontier Agritech,2024-07-31,718509,419510,298999,41.61,100066,43698,155235,12120,31492,111623,20699113,7087996,13611117,9.84,6.47,3.16,0.52
Nile Frontier Agritech,2024-08-31,659733,315525,344208,52.17,79395,44648,220165,11620,38466,170079,21307917,7896685,13411232,15.22,9.58,2.67,0.59
Nile Frontier Agritech,2024-09-30,591840,274558,317282,53.61,93383,63571,160328,9720,27332,123276,18373272,7817000,10556272,14.01,8.05,3.37,0.74
Nile Frontier Agritech,2024-10-31,571661,289576,282085,49.34,91175,68505,122405,8784,25296,88326,18940450,8576102,10364348,10.23,5.6,4.6,0.83
Nile Frontier Agritech,2024-11-30,535914,299488,236426,44.12,82481,42140,111805,8763,19354,83688,20452098,8531254,11920845,8.42,4.91,5.12,0.72
Nile Frontier Agritech,2024-12-31,604070,358085,245986,40.72,65731,52615,127640,8063,27854,91723,21190852,7541306,13649546,8.06,5.19,4.14,0.55
Cape Stellar Retail,2022-01-31,2656722,1305355,1351367,50.87,303285,273951,774132,31434,175963,566736,80874224,30237277,50636947,13.43,8.41,2.83,0.6
Cape Stellar Retail,2022-02-28,1481043,824076,656967,44.36,199170,141959,315838,20205,53355,242278,90103907,43117267,46986640,6.19,3.23,9.29,0.92
Cape Stellar Retail,2022-03-31,2628531,1403567,1224964,46.6,278624,246033,700308,41059,150661,508588,104827379,51887570,52939809,11.53,5.82,5.36,0.98
Cape Stellar Retail,2022-04-30,2218805,1336703,882102,39.76,272797,208634,400671,29488,73062,298120,93392779,42960405,50432374,7.09,3.83,7.16,0.85
Cape Stellar Retail,2022-05-31,2339202,1322083,1017118,43.48,351923,233213,431982,35260,93060,303663,80556151,28230016,52326135,6.96,4.52,4.24,0.54
Cape Stellar Retail,2022-06-30,2142243,1100085,1042158,48.65,241671,199704,600783,27385,115720,457678,79894231,38223002,41671229,13.18,6.87,4.61,0.92
Cape Stellar Retail,2022-07-31,2007949,1155649,852300,42.45,277556,139485,435259,29410,78310,327539,104898492,47493508,57404984,6.85,3.75,7.53,0.83
Cape Stellar Retail,2022-08-31,2833658,1534158,1299500,45.86,392585,328544,578371,49694,114108,414569,85742260,42167674,43574586,11.42,5.8,4.84,0.97
Cape Stellar Retail,2022-09-30,2786430,1649512,1136919,40.8,391607,274787,470525,28238,81343,360943,80448078,33642291,46805786,9.25,5.38,4.6,0.72
Cape Stellar Retail,2022-10-31,2233271,1088347,1144925,51.27,386157,203601,555167,22763,109282,423121,77957008,30769371,47187636,10.76,6.51,3.76,0.65
Cape Stellar Retail,2022-11-30,2619578,1387316,1232262,47.04,410153,282274,539835,36211,110353,393270,101707601,55589193,46118408,10.23,4.64,6.77,1.21
Cape Stellar Retail,2022-12-31,2941542,1358651,1582891,53.81,481915,200189,900787,34380,192677,673731,75685954,39131858,36554096,22.12,10.68,3.1,1.07
Cape Stellar Retail,2023-01-31,2466011,1419875,1046136,42.42,310484,284595,451056,37336,78729,334991,80598551,43432594,37165958,10.82,4.99,6.33,1.17
Cape Stellar Retail,2023-02-28,2201841,1138998,1062843,48.27,320310,237638,504895,25682,99210,380004,85374648,43981321,41393327,11.02,5.34,5.91,1.06
Cape Stellar Retail,2023-03-31,2019629,1107256,912373,45.18,291212,185625,435536,26589,92690,316257,97035187,50008969,47026218,8.07,3.91,7.77,1.06
Cape Stellar Retail,2023-04-30,2259005,1311084,947921,41.96,296510,244956,406455,35828,70262,300366,91944619,46809504,45135115,7.99,3.92,7.54,1.04
Cape Stellar Retail,2023-05-31,2120577,1044724,1075853,50.73,311891,215177,548786,27233,124295,397258,105012237,36073408,68938828,6.91,4.54,4.56,0.52
Cape Stellar Retail,2023-06-30,2319591,1080003,1239588,53.44,408587,185110,645891,33349,141914,470629,76817767,34558771,42258996,13.36,7.35,3.71,0.82
Cape Stellar Retail,2023-07-31,2929802,1521931,1407871,48.05,351081,346047,710743,40938,134109,535695,89367647,39412159,49955488,12.87,7.19,3.86,0.79
Cape Stellar Retail,2023-08-31,1615865,858979,756886,46.84,220454,165157,371275,25111,74621,271543,83961000,31012628,52948372,6.15,3.88,5.73,0.59
Cape Stellar Retail,2023-09-30,2714768,1299701,1415067,52.12,317477,169392,928198,30792,201437,695969,79686326,42536548,37149778,22.48,10.48,3.43,1.15
Cape Stellar Retail,2023-10-31,1545085,773602,771483,49.93,204475,127815,439192,23939,92051,323202,87444300,37874709,49569591,7.82,4.44,6.19,0.76
Cape Stellar Retail,2023-11-30,1632940,950766,682174,41.78,181560,191379,309235,24363,61002,223871,94926544,49245942,45680602,5.88,2.83,10.71,1.08
Cape Stellar Retail,2023-12-31,2761918,1311220,1450698,52.53,380984,241193,828521,30387,170158,627975,96170904,46418063,49752841,15.15,7.84,4.03,0.93
Cape Stellar Retail,2024-01-31,2866042,1681407,1184636,41.33,331712,297404,555519,31800,109593,414126,76294649,26955821,49338828,10.07,6.51,3.29,0.55
Cape Stellar Retail,2024-02-29,2784301,1640148,1144153,41.09,338783,330908,474462,34033,85792,354638,90913132,41908659,49004473,8.68,4.68,5.74,0.86
Cape Stellar Retail,2024-03-31,2759849,1522354,1237495,44.84,349499,318265,569731,30417,102998,436316,87927440,42038396,45889044,11.41,5.95,4.97,0.92
Cape Stellar Retail,2024-04-30,3081725,1934946,1146780,37.21,382944,218295,545540,45648,92700,407192,75219314,25244959,49974356,9.78,6.5,3.12,0.51
Cape Stellar Retail,2024-05-31,2174739,1251644,923094,42.45,304506,136538,482051,29724,103360,348967,106402157,49276573,57125583,7.33,3.94,7.1,0.86
Cape Stellar Retail,2024-06-30,2936537,1436420,1500117,51.08,488678,235538,775901,48650,136144,591107,102623921,45155953,57467967,12.34,6.91,4.03,0.79
Cape Stellar Retail,2024-07-31,2924795,1443099,1481696,50.66,445431,262160,774105,29763,138967,605375,95772737,31561689,64211048,11.31,7.59,2.84,0.49
Cape Stellar Retail,2024-08-31,2892446,1443311,1449135,50.1,370079,313135,765922,48422,171665,545835,74767154,32112723,42654431,15.36,8.76,2.96,0.75
Cape Stellar Retail,2024-09-30,2258879,1134974,1123904,49.75,289413,269283,565209,36100,102878,426231,100527083,38448706,62078377,8.24,5.09,4.73,0.62
Cape Stellar Retail,2024-10-31,2306073,1068958,1237115,53.65,302755,250808,683551,30205,121791,531555,81128102,34898693,46229409,13.8,7.86,3.65,0.75
Cape Stellar Retail,2024-11-30,1710088,1049169,660919,38.65,227281,192673,240966,26551,48935,165480,103776985,43701075,60075910,3.31,1.91,11.15,0.73
Cape Stellar Retail,2024-12-31,3087185,1713132,1374053,44.51,416609,199960,757484,55438,162879,539166,84008896,38392889,45616006,14.18,7.7,3.59,0.84
Johannesburg Fintech Nexus,2022-01-31,2527093,1183766,1343327,53.16,389953,181114,772259,40065,143928,588267,88711769,42320049,46391720,15.22,7.96,3.93,0.91
Johannesburg Fintech Nexus,2022-02-28,1792690,997549,795142,44.35,234872,118478,441792,31217,96327,314248,87194976,28610364,58584612,6.44,4.32,4.6,0.49
Johannesburg Fintech Nexus,2022-03-31,1264207,637059,627148,49.61,190204,121059,315885,15879,56554,243452,76713250,34287706,42425544,6.89,3.81,7.49,0.81
Johannesburg Fintech Nexus,2022-04-30,2279288,1418063,861225,37.78,260528,217816,382881,30111,64267,288502,66520972,32640301,33880671,10.22,5.2,5.66,0.96
Johannesburg Fintech Nexus,2022-05-31,2355382,1153388,1201994,51.03,291514,204490,705990,34741,127785,543464,67336560,32889731,34446829,18.93,9.69,3.39,0.95
Johannesburg Fintech Nexus,2022-06-30,2304595,1319160,985434,42.76,328462,209181,447791,31685,88599,327507,80641881,42430186,38211695,10.29,4.87,6.3,1.11
Johannesburg Fintech Nexus,2022-07-31,1857768,941545,916224,49.32,230944,156243,529036,19317,121591,388128,84016688,43888699,40127989,11.61,5.54,5.99,1.09
Johannesburg Fintech Nexus,2022-08-31,3083196,1606149,1477047,47.91,346894,317305,812848,54438,148702,609708,89404967,40750538,48654429,15.04,8.18,3.59,0.84
Johannesburg Fintech Nexus,2022-09-30,2050211,1072809,977402,47.67,331453,240655,405294,28051,78845,298398,67764352,24415621,43348731,8.26,5.28,3.88,0.56
Johannesburg Fintech Nexus,2022-10-31,1787088,938480,848609,47.49,276453,153502,418654,21802,92203,304649,84339456,46320670,38018786,9.62,4.33,7.56,1.22
Johannesburg Fintech Nexus,2022-11-30,2654878,1631330,1023549,38.55,352298,183278,487973,35317,91981,360675,72690164,32706065,39984099,10.82,5.95,4.52,0.82
Johannesburg Fintech Nexus,2022-12-31,2193198,1051938,1141261,52.04,385491,165470,590300,33467,116116,440717,76815543,28500213,48315330,10.95,6.88,3.34,0.59
Johannesburg Fintech Nexus,2023-01-31,1907365,950795,956571,50.15,254774,211346,490450,21892,91194,377364,65162327,24121261,41041066,11.03,6.95,3.43,0.59
Johannesburg Fintech Nexus,2023-02-28,1714600,839294,875306,51.05,296101,114271,464935,25332,95010,344593,68064028,35012632,33051396,12.51,6.08,5.25,1.06
Johannesburg Fintech Nexus,2023-03-31,2079754,1015821,1063933,51.16,254037,214949,594948,28316,124211,442420,87109948,30288074,56821873,9.34,6.09,3.65,0.53
Johannesburg Fintech Nexus,2023-04-30,1875636,900543,975094,51.99,242358,152854,579881,29900,107811,442171,65100653,29485384,35615269,14.9,8.15,3.7,0.83
Johannesburg Fintech Nexus,2023-05-31,2146894,1026098,1120795,52.21,317021,234656,569118,24638,100627,443852,86211978,35963327,50248651,10.6,6.18,4.38,0.72
Johannesburg Fintech Nexus,2023-06-30,2517514,1464820,1052694,41.81,271680,195508,585507,37773,103929,443804,72337414,23212405,49125009,10.84,7.36,2.83,0.47
Johannesburg Fintech Nexus,2023-07-31,2486785,1335520,1151266,46.3,388094,247570,515602,28275,89206,398121,69128698,28382555,40746143,11.72,6.91,3.64,0.7
Johannesburg Fintech Nexus,2023-08-31,2448309,1502760,945549,38.62,234856,216121,494572,43874,97311,353386,63955410,23265384,40690026,10.42,6.63,3.31,0.57
Johannesburg Fintech Nexus,2023-09-30,2308853,1309038,999815,43.3,330831,201656,467327,38063,98444,330820,66472600,22008951,44463649,8.93,5.97,3.16,0.49
Johannesburg Fintech Nexus,2023-10-31,2129166,1126837,1002329,47.08,302586,137432,562311,34232,118298,409781,64081651,31979865,32101787,15.32,7.67,4.05,1.0
Johannesburg Fintech Nexus,2023-11-30,2100802,1090491,1010311,48.09,306473,241515,462323,31871,85365,345087,85115905,28177337,56938567,7.27,4.87,4.08,0.49
Johannesburg Fintech Nexus,2023-12-31,1862606,893060,969546,52.05,326540,120999,522007,25733,99972,396303,67980563,22981745,44998818,10.57,7.0,3.08,0.51
Johannesburg Fintech Nexus,2024-01-31,2249043,1360539,888504,39.51,223934,234917,429653,28527,80328,320798,76184035,25707560,50476475,7.63,5.05,4.11,0.51
Johannesburg Fintech Nexus,2024-02-29,2222301,1125448,1096852,49.36,312577,153969,630306,22372,137193,470741,65356925,30255317,35101608,16.09,8.64,3.45,0.86
Johannesburg Fintech Nexus,2024-03-31,2300599,1130367,1170232,50.87,335032,143976,691225,27534,121179,542512,64625985,30325378,34300608,18.98,10.07,3.17,0.88
Johannesburg Fintech Nexus,2024-04-30,2222056,1067191,1154864,51.97,272524,254116,628224,36086,130245,461893,71187827,34589687,36598140,15.14,7.79,3.92,0.95
Johannesburg Fintech Nexus,2024-05-31,1607097,812528,794570,49.44,204212,174800,415557,18571,73789,323197,64088469,28338718,35749751,10.85,6.05,4.79,0.79
Johannesburg Fintech Nexus,2024-06-30,2140577,1039774,1100802,51.43,321604,224524,554675,32095,104581,417999,78381829,27570264,50811566,9.87,6.4,3.44,0.54
Johannesburg Fintech Nexus,2024-07-31,2221208,1156990,1064218,47.91,327880,194312,542027,33829,101273,406925,65248261,27021693,38226569,12.77,7.48,3.45,0.71
Johannesburg Fintech Nexus,2024-08-31,2717932,1324840,1393092,51.26,471010,218078,704005,35430,130860,537715,79549537,34778400,44771137,14.41,8.11,3.39,0.78
Johannesburg Fintech Nexus,2024-09-30,1969433,1013613,955821,48.53,257048,236045,462728,33601,101089,328037,65027238,26152512,38874726,10.13,6.05,3.88,0.67
Johannesburg Fintech Nexus,2024-10-31,2244097,1221158,1022940,45.58,344612,262540,415788,34145,82343,299300,84804936,32600090,52204846,6.88,4.24,5.02,0.62
Johannesburg Fintech Nexus,2024-11-30,2209778,1112749,1097029,49.64,286668,240738,569623,27339,128790,413494,69188117,22768922,46419195,10.69,7.17,2.8,0.49
Johannesburg Fintech Nexus,2024-12-31,2076114,1241862,834252,40.18,271540,135009,427703,25472,86172,316060,79375706,38442998,40932708,9.27,4.78,6.21,0.94
Durban Green Utilities,2022-01-31,2504275,1468157,1036119,41.37,325246,162124,548749,44108,102617,402024,77727388,27868790,49858598,9.68,6.21,3.55,0.56
Durban Green Utilities,2022-02-28,2239922,1203873,1036049,46.25,325505,188719,521825,27367,117371,377087,74782871,29037565,45745306,9.89,6.05,3.83,0.63
Durban Green Utilities,2022-03-31,1944965,1084318,860648,44.25,198818,181240,480589,26787,90708,363094,79302334,38234814,41067520,10.61,5.49,5.72,0.93
Durban Green Utilities,2022-04-30,2487701,1278781,1208921,48.6,314859,201315,692747,33611,121249,537887,61637462,27715682,33921781,19.03,10.47,2.88,0.82
Durban Green Utilities,2022-05-31,1754184,929886,824298,46.99,274070,186209,364019,22816,63580,277623,81488239,36937832,44550407,7.48,4.09,6.68,0.83
Durban Green Utilities,2022-06-30,1809306,1040350,768956,42.5,204714,159553,404690,22251,72592,309847,65541445,23728371,41813074,8.89,5.67,4.12,0.57
Durban Green Utilities,2022-07-31,2751040,1573730,1177310,42.8,267111,187612,722587,32748,136535,553304,62357251,25614695,36742556,18.07,10.65,2.61,0.7
Durban Green Utilities,2022-08-31,1928901,1130416,798485,41.4,202338,163624,432523,20132,90359,322032,83790285,37515585,46274700,8.35,4.61,6.16,0.81
Durban Green Utilities,2022-09-30,2165985,1184434,981552,45.32,329290,216107,436155,35505,92109,308540,63153732,22022394,41131338,9.0,5.86,3.33,0.54
Durban Green Utilities,2022-10-31,2189482,1128397,1061085,48.46,260296,203839,596949,29338,135293,432317,72501954,32484576,40017379,12.96,7.16,3.91,0.81
Durban Green Utilities,2022-11-30,1781758,996178,785580,44.09,195712,143007,446860,23220,82357,341283,64436908,21801187,42635721,9.61,6.36,3.51,0.51
Durban Green Utilities,2022-12-31,1886589,951103,935485,49.59,283268,155867,496351,32083,111280,352988,75596844,34190423,41406422,10.23,5.6,4.82,0.83
Durban Green Utilities,2023-01-31,2056813,1244902,811911,39.47,272627,206492,332792,23737,65887,243168,66662443,22733356,43929087,6.64,4.38,4.39,0.52
Durban Green Utilities,2023-02-28,1330587,655895,674692,50.71,205310,138655,330727,19425,62671,248631,63511655,30087342,33424313,8.93,4.7,6.22,0.9
Durban Green Utilities,2023-03-31,2697263,1680359,1016904,37.7,314916,219862,482125,45279,78757,358089,85372648,30892269,54480379,7.89,5.03,4.34,0.57
Durban Green Utilities,2023-04-30,2233417,1106657,1126760,50.45,324027,245657,557076,27912,117364,411801,83753056,43833301,39919755,12.38,5.9,5.41,1.1
Durban Green Utilities,2023-05-31,2413210,1294105,1119105,46.37,336777,217195,565133,26859,100066,438207,68857816,22497237,46360579,11.34,7.64,2.75,0.49
Durban Green Utilities,2023-06-30,1595850,988483,607367,38.06,203666,158668,245034,23613,51098,170323,62561975,26201855,36360120,5.62,3.27,6.83,0.72
Durban Green Utilities,2023-07-31,1781870,1103699,678172,38.06,213590,188552,276029,21863,49408,204758,74814716,39965557,34849159,7.05,3.28,9.31,1.15
Durban Green Utilities,2023-08-31,2159158,1140750,1018408,47.17,262254,138313,617841,23237,127612,466992,80572818,37138140,43434678,12.9,6.96,4.4,0.86
Durban Green Utilities,2023-09-30,2262668,1128347,1134321,50.13,324503,268776,541042,27520,106356,407166,84780844,40786616,43994228,11.11,5.76,5.13,0.93
Durban Green Utilities,2023-10-31,2049046,1152439,896606,43.76,233494,151945,511167,27132,95433,388602,66368415,34127760,32240654,14.46,7.03,4.8,1.06
Durban Green Utilities,2023-11-30,3009844,1782373,1227471,40.78,350759,321271,555441,48047,108084,399310,81091554,35541567,45549987,10.52,5.91,4.28,0.78
Durban Green Utilities,2023-12-31,2121769,1326239,795529,37.49,223708,158465,413357,34187,81211,297959,73795660,33304063,40491598,8.83,4.85,5.63,0.82
Durban Green Utilities,2024-01-31,2268779,1425849,842930,37.15,252054,246392,344484,25527,65567,253390,69371913,33233801,36138112,8.41,4.38,6.23,0.92
Durban Green Utilities,2024-02-29,1177956,629969,547987,46.52,162042,132474,253471,12333,54018,187120,81405300,41880913,39524387,5.68,2.76,11.12,1.06
Durban Green Utilities,2024-03-31,2431208,1514899,916309,37.69,262429,242242,411638,27825,82946,300867,80385853,37614407,42771446,8.44,4.49,6.1,0.88
Durban Green Utilities,2024-04-30,2358723,1210709,1148014,48.67,298068,195153,654793,38518,112142,504133,68730482,37378511,31351970,19.3,8.8,4.11,1.19
Durban Green Utilities,2024-05-31,2551646,1524770,1026875,40.24,278395,200657,547823,37472,106648,403704,71995185,37350576,34644609,13.98,6.73,4.81,1.08
